INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,ICLEVEL,HIGHDEG,CONTROL,WOMENONLY,MENONLY,LOCALE,Tuition,Degree_Type,Ownership,Regions,Locales,Locale_Short
Presentation College,346700,4,925,0.4554,0.7709,0.62295082,468,4815,0.893203884,14732,47349.48,1,3,2,0,0,33,21772,Bachelors,Private non-profit,Plains,Town: Remote,Town
Avera Sacred Heart Hospital,598700,4,,0,0,,24,,PrivacySuppressed,PrivacySuppressed,47336.5,2,1,2,0,0,33,,Certificate,Private non-profit,Plains,Town: Remote,Town
South Dakota School of Mines and Technology,347000,4,1200,0.2655,0.573,0.842461122,1995,9375,0.944852941,16750,52423.4,1,4,1,0,0,13,18131,Graduate,Public,Plains,City: Small,City
South Dakota State University,347100,4,1068,0.2463,0.5859,0.916996047,7448,7884,0.941108545,16249,53049.11,1,4,1,0,0,33,21762,Graduate,Public,Plains,Town: Remote,Town
Sinte Gleska University,2143700,4,,0.7339,0,,856,5609,,PrivacySuppressed,30228.1,1,4,2,0,0,43,13778,Graduate,Private non-profit,Plains,Rural: Remote,Rural
University of Sioux Falls,346900,4,1046,0.3186,0.7139,0.92152337,1070,6368,0.93,14200,57493.05,1,4,2,0,0,12,20345,Graduate,Private non-profit,Plains,City: Midsize,City
Sanford Medical Center,1147700,4,,0.2083,0.4167,,20,,PrivacySuppressed,PrivacySuppressed,51894.41,2,1,2,0,0,12,,Certificate,Private non-profit,Plains,City: Midsize,City
Sisseton Wahpeton College,2277300,4,,0.7455,0,,250,4629,,PrivacySuppressed,38421.65,2,2,1,0,0,43,8671,Associates,Public,Plains,Rural: Remote,Rural
Southeast Technical Institute,776400,4,,0.4611,0.7391,,2283,6186,0.867647059,9500,54137.87,2,2,1,0,0,41,13161,Associates,Public,Plains,Rural: Fringe,Rural
Stewart School,1013800,4,,0.3874,0.5236,,,,0.743362832,6366.5,53164.64,2,1,3,0,0,12,11158,Certificate,Private for-profit,Plains,City: Midsize,City
University of South Dakota,347400,4,1049,0.2628,0.5672,0.73541963,5147,7404,0.892390469,15951,53799.09,1,4,1,0,0,32,16396,Graduate,Public,Plains,Town: Distant,Town
Western Dakota Technical Institute,1017000,4,,0.5893,0.7107,,966,4193,0.687150838,7400,48353.57,2,2,1,0,0,41,13504,Associates,Public,Plains,Rural: Fringe,Rural
American Baptist College,1046000,5,,0.8344,0.9172,,95,3897,PrivacySuppressed,16665.5,49435.09,1,3,2,0,0,11,14520,Bachelors,Private non-profit,South East,City: Large,City
Arnolds Beauty School,2257400,5,,0.617,0.3085,,133,,PrivacySuppressed,9580,45116.07,3,1,3,0,0,32,15014,Certificate,Private for-profit,South East,Town: Distant,Town
Tennessee College of Applied Technology-Athens,535800,5,,0.4083,0,,217,,,PrivacySuppressed,45256.25,2,1,1,0,0,32,3221,Certificate,Public,South East,Town: Distant,Town
Austin Peay State University,347800,5,1011,0.5252,0.576,0.87705146,6658,6912,0.745598592,13250,52472.51,1,4,1,0,0,12,11984,Graduate,Public,South East,City: Midsize,City
Baptist Memorial College of Health Sciences,3440300,5,1148,0.5205,0.8556,0.554006969,432,6781,0.841911765,25000,61604.19,1,3,2,0,0,11,9374,Bachelors,Private non-profit,South East,City: Large,City
Belmont University,347900,5,1158,0.1782,0.6012,0.802929211,2507,9063,0.869300912,18750,70368.62,1,4,2,0,0,11,32568,Graduate,Private non-profit,South East,City: Large,City
Bethel University,348000,5,928,0.5359,0.6638,0.839860748,776,3492,0.581632653,18000,50031.89,1,4,2,0,0,32,17859,Graduate,Private non-profit,South East,Town: Distant,Town
Bryan College-Dayton,353600,5,1016,0.3519,0.506,0.455307263,613,5595,PrivacySuppressed,9850.5,56756.79,1,4,2,0,0,32,15339,Graduate,Private non-profit,South East,Town: Distant,Town
Carson-Newman University,348100,5,1039,0.4024,0.6403,0.588315449,1994,5645,0.848484849,14500,53143.24,1,4,2,0,0,23,15792,Graduate,Private non-profit,South East,Suburb: Small,Suburb
Chattanooga State Community College,399800,5,,0.4376,0.3465,,7873,5411,0.58150289,6500,50955.48,2,2,1,0,0,12,8060,Associates,Public,South East,City: Midsize,City
Christian Brothers University,348200,5,1105,0.4228,0.6404,0.45971564,1724,5902,0.724907063,16160,61225.91,1,4,2,0,0,11,8065,Graduate,Private non-profit,South East,City: Large,City
Pentecostal Theological Seminary,2188300,5,,,,,,5017,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,4,2,0,0,13,,Graduate,Private non-profit,South East,City: Small,City
Cleveland State Community College,399900,5,,0.4435,0.2539,,3056,5593,0.673611111,5500,47802.25,2,2,1,0,0,13,5032,Associates,Public,South East,City: Small,City
Columbia State Community College,348300,5,,0.401,0.2312,,4261,5103,0.715277778,7000,54867.41,2,2,1,0,0,32,6179,Associates,Public,South East,Town: Distant,Town
Concorde Career College-Memphis,2157100,5,,0.5213,0.558,0.717916137,755,4570,0.25794841,9500,49040.02,2,2,3,0,0,11,17995,Associates,Private for-profit,South East,City: Large,City
Tennessee College of Applied Technology-Covington,528000,5,,0.5785,0,,215,,,PrivacySuppressed,53488.32,2,1,1,0,0,32,5516,Certificate,Public,South East,Town: Distant,Town
Cumberland University,348500,5,989,0.3317,0.618,0.490647482,935,5560,0.816326531,18084,59163.95,1,4,2,0,0,31,17596,Graduate,Private non-profit,South East,Town: Fringe,Town
Lipscomb University,348600,5,1176,0.2456,0.5324,0.607671398,2264,7111,0.861445783,13000,66979.13,1,4,2,0,0,11,24560,Graduate,Private non-profit,South East,City: Large,City
Tennessee College of Applied Technology-Dickson,778200,5,,0.5241,0,,284,,,PrivacySuppressed,50418,2,1,1,0,0,32,9694,Certificate,Public,South East,Town: Distant,Town
Daymar College-Nashville,493400,5,,0.8427,0.8764,,158,3460,0.357142857,9495.5,51383.24,1,3,3,0,0,11,22755,Bachelors,Private for-profit,South East,City: Large,City
Dyersburg State Community College,683500,5,,0.4536,0.2029,,2278,5888,0.664705882,3899,46950,2,2,1,0,0,32,6029,Associates,Public,South East,Town: Distant,Town
East Tennessee State University,348700,5,1068,0.4235,0.5042,0.792196777,9125,6835,0.769021739,13693,47640.99,1,4,1,0,0,13,15245,Graduate,Public,South East,City: Small,City
Chattanooga College Medical Dental and Technical Careers,2204200,5,,0.83,0.83,,107,3416,0.346733668,12026,48704.48,2,2,3,0,0,12,22723,Associates,Private for-profit,South East,City: Midsize,City
Tennessee College of Applied Technology-Elizabethton,528100,5,,0.6649,0,,458,,,PrivacySuppressed,41379.71,2,1,1,0,0,41,9960,Certificate,Public,South East,Rural: Fringe,Rural
Fayetteville College of Cosmetology Arts and Sciences,2595000,5,,0.5057,0.6552,,49,,PrivacySuppressed,7270,47867.95,3,1,3,0,0,32,13303,Certificate,Private for-profit,South East,Town: Distant,Town
Fisk University,349000,5,937,0.5726,0.6603,0.809254328,853,5768,0.554621849,19500,55965.03,1,4,2,0,0,11,15975,Graduate,Private non-profit,South East,City: Large,City
Welch College,3001800,5,,0.4559,0.5653,,319,4170,0.730769231,14250,55578.04,1,3,2,0,0,11,20435,Bachelors,Private non-profit,South East,City: Large,City
Freed-Hardeman University,349200,5,1101,0.3174,0.6014,0.918450561,1438,6367,0.817663818,19500,53404.21,1,4,2,0,0,32,17361,Graduate,Private non-profit,South East,Town: Distant,Town
Tennessee College of Applied Technology-Harriman,1032600,5,,0.6381,0,,230,,,PrivacySuppressed,43942.78,2,1,1,0,0,32,8132,Certificate,Public,South East,Town: Distant,Town
Tennessee College of Applied Technology-Hartsville,528200,5,,0.3285,0,,117,,,PrivacySuppressed,48914.84,2,1,1,0,0,42,8846,Certificate,Public,South East,Rural: Distant,Rural
Hiwassee College,349400,5,947,0.5079,0.5131,0.588516746,379,3191,PrivacySuppressed,8875,48143.59,1,3,2,0,0,41,10304,Bachelors,Private non-profit,South East,Rural: Fringe,Rural
Tennessee College of Applied Technology-Hohenwald,535600,5,,0.4603,0,,281,,,PrivacySuppressed,43751.02,2,1,1,0,0,41,9670,Certificate,Public,South East,Rural: Fringe,Rural
Tennessee College of Applied Technology-Jacksboro,1070000,5,,0.4915,0,,129,,,PrivacySuppressed,35684.79,2,1,1,0,0,32,6583,Certificate,Public,South East,Town: Distant,Town
Jackson State Community College,493700,5,,0.3794,0.001,,3726,5930,,PrivacySuppressed,44897.39,2,2,1,0,0,13,8623,Associates,Public,South East,City: Small,City
John A Gupton College,885900,5,930,0.464,0.656,0.765625,36,,PrivacySuppressed,12000,49308.49,2,2,2,0,0,11,10632,Associates,Private non-profit,South East,City: Large,City
Johnson University,349500,5,1009,0.5006,0.64,0.504347826,541,5283,PrivacySuppressed,14250,60434.23,1,4,2,0,0,41,15200,Graduate,Private non-profit,South East,Rural: Fringe,Rural
Paul Mitchell the School-Murfreesboro,2153100,5,,0.5,0.375,,50,,0.546938776,9833,56848.9,3,1,3,0,0,11,15065,Certificate,Private for-profit,South East,City: Large,City
King University,349600,5,1005,0.48,0.6996,0.440094899,600,4697,0.775720165,18000,48448,1,4,2,0,0,13,19013,Graduate,Private non-profit,South East,City: Small,City
South College,493800,5,,0.6449,0.7301,,296,8262,0.631578947,10522,48993.08,1,4,3,0,0,12,27711,Graduate,Private for-profit,South East,City: Midsize,City
Lane College,349900,5,758,0.9247,0.9406,0.545358427,702,4960,0.248717949,15674,47796.63,1,3,2,0,0,13,13637,Bachelors,Private non-profit,South East,City: Small,City
Le Moyne-Owen College,350100,5,760,0.8151,0.8598,1,979,4815,PrivacySuppressed,14000,43059.02,1,3,2,0,0,11,9114,Bachelors,Private non-profit,South East,City: Large,City
Lee University,350000,5,1088,0.3618,0.6353,0.854740775,3236,5940,0.781355932,18250,59528.63,1,4,2,0,0,13,19246,Graduate,Private non-profit,South East,City: Small,City
Lincoln Memorial University,350200,5,1055,0.4932,0.7463,0.743712056,886,5978,0.773809524,13250,43510.38,1,4,2,0,0,32,12454,Graduate,Private non-profit,South East,Town: Distant,Town
Tennessee College of Applied Technology-Livingston,535300,5,,0.458,0,,424,,,PrivacySuppressed,38027.48,2,1,1,0,0,33,4665,Certificate,Public,South East,Town: Remote,Town
Martin Methodist College,350400,5,,0.5578,0.6414,,582,5234,0.705882353,10750,49230.32,1,3,2,0,0,32,17940,Bachelors,Private non-profit,South East,Town: Distant,Town
Maryville College,350500,5,1052,0.4584,0.4757,0.667842446,982,6559,0.87704918,16500,57523.24,1,3,2,0,0,21,16138,Bachelors,Private non-profit,South East,Suburb: Large,Suburb
Tennessee College of Applied Technology-McKenzie,535200,5,,0.7673,0,,190,,,PrivacySuppressed,41761.19,2,1,1,0,0,32,7200,Certificate,Public,South East,Town: Distant,Town
Genesis Career College-Cookeville,865500,5,,0.7433,0.6527,,19,,0.388601036,6763.5,40684.28,3,1,3,0,0,33,11386,Certificate,Private for-profit,South East,Town: Remote,Town
Meharry Medical College,350600,5,,,,,164,,PrivacySuppressed,PrivacySuppressed,57734.66,1,4,2,0,0,11,,Graduate,Private non-profit,South East,City: Large,City
Memphis College of Art,350700,5,,0.5897,0.7799,,255,4154,0.469387755,19500,60136.29,1,4,2,0,0,11,20501,Graduate,Private non-profit,South East,City: Large,City
Tennessee College of Applied Technology-Memphis,536000,5,,0.4778,0,,604,,,PrivacySuppressed,45363,2,1,1,0,0,11,5405,Certificate,Public,South East,City: Large,City
University of Memphis,350900,5,1029,0.4741,0.6107,0.397792706,15296,8505,0.56965828,17858.5,58823.6,1,4,1,0,0,11,13353,Graduate,Public,South East,City: Large,City
Memphis Theological Seminary,1052900,5,,,,,,6782,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,4,2,0,0,11,,Graduate,Private non-profit,South East,City: Large,City
Middle Tennessee State University,351000,5,1031,0.4421,0.5466,0.725992161,17247,7155,0.754847278,14437,60340.43,1,4,1,0,0,12,11381,Graduate,Public,South East,City: Midsize,City
Middle Tennessee School of Anesthesia Inc,778300,5,,,,,,3256,,PrivacySuppressed,,1,4,2,0,0,11,,Graduate,Private non-profit,South East,City: Large,City
Tennessee College of Applied Technology-Morristown,535100,5,,0.4599,0,,902,,,PrivacySuppressed,41039.33,2,1,1,0,0,13,9999,Certificate,Public,South East,City: Small,City
Motlow State Community College,683600,5,,0.2703,0.0803,,3331,5289,0.708333333,3500,50528.09,2,2,1,0,0,41,7586,Associates,Public,South East,Rural: Fringe,Rural
Tennessee College of Applied Technology-Murfreesboro,2103500,5,,0.4887,0,,152,,,PrivacySuppressed,59082.22,2,1,1,0,0,12,9319,Certificate,Public,South East,City: Midsize,City
Lincoln College of Technology-Nashville,793803,5,,0.6829,0.6955,,1298,5910,0.452723536,10314,51720.9,2,2,3,0,0,11,19382,Associates,Private for-profit,South East,City: Large,City
Nashville College of Medical Careers,2125300,5,,0.9167,0.9802,,138,,0.351351351,8539,55428.07,3,1,3,0,0,11,20551,Certificate,Private for-profit,South East,City: Large,City
Nashville State Community College,814500,5,,0.4999,0.3206,,7315,5502,0.580645161,6750,53070.25,2,2,1,0,0,11,5412,Associates,Public,South East,City: Large,City
Tennessee College of Applied Technology-Newbern,528300,5,,0.5624,0,,220,,PrivacySuppressed,PrivacySuppressed,43515.04,2,1,1,0,0,41,7350,Certificate,Public,South East,Rural: Fringe,Rural
O'More College of Design,2106400,5,,0.3795,0.6566,0.471830986,148,3942,PrivacySuppressed,24125,65443.71,1,3,2,0,0,13,20767,Bachelors,Private non-profit,South East,City: Small,City
Tennessee College of Applied Technology-Paris,2237900,5,,0.7373,0,,313,,,PrivacySuppressed,41460.17,2,1,1,0,0,33,7416,Certificate,Public,South East,Town: Remote,Town
Tennessee College of Applied Technology-Pulaski,946400,5,,0.217,0,,285,,,PrivacySuppressed,46779.51,2,1,1,0,0,32,7058,Certificate,Public,South East,Town: Distant,Town
Rhodes College,351900,5,1306,0.1374,0.3954,0.468709816,1536,8183,0.948,23250,73395.81,1,4,2,0,0,11,27322,Graduate,Private non-profit,South East,City: Large,City
Tennessee College of Applied Technology-Ripley,1216400,5,,0.5536,0,,92,,,PrivacySuppressed,41828.36,2,1,1,0,0,32,6793,Certificate,Public,South East,Town: Distant,Town
Roane State Community College,991400,5,910,0.4326,0.1815,0.992589162,5099,5996,0.757763975,6000,44967.61,2,2,1,0,0,32,8147,Associates,Public,South East,Town: Distant,Town
Tennessee College of Applied Technology-Crump,535700,5,,0.807,0,,272,,,PrivacySuppressed,39132.87,2,1,1,0,0,33,4676,Certificate,Public,South East,Town: Remote,Town
Southwest Tennessee Community College,1043900,5,,0.5776,0,1,12194,5119,PrivacySuppressed,PrivacySuppressed,49779.97,2,2,1,0,0,11,4246,Associates,Public,South East,City: Large,City
Tennessee College of Applied Technology-Shelbyville,537900,5,,0.461,0,,323,,,PrivacySuppressed,49716.22,2,1,1,0,0,32,7240,Certificate,Public,South East,Town: Distant,Town
Sewanee-The University of the South,353400,5,,0.1914,0.345,0.405854957,1385,9282,0.892307692,16463,69475.78,1,4,2,0,0,42,22770,Graduate,Private non-profit,South East,Rural: Distant,Rural
Tennessee College of Applied Technology-Oneida-Huntsville,971000,5,,0.3848,0,,213,,,PrivacySuppressed,32793.24,2,1,1,0,0,32,8392,Certificate,Public,South East,Town: Distant,Town
Tennessee College of Applied Technology-Crossville,402600,5,,0.5808,0,,205,,PrivacySuppressed,PrivacySuppressed,38981.59,2,1,1,0,0,33,9700,Certificate,Public,South East,Town: Remote,Town
Tennessee College of Applied Technology-McMinnville,530700,5,,0.58,0,,101,,,PrivacySuppressed,41790.16,2,1,1,0,0,32,8688,Certificate,Public,South East,Town: Distant,Town
Tennessee College of Applied Technology-Jackson,535400,5,,0.5046,0,,515,,,PrivacySuppressed,45592.63,2,1,1,0,0,41,6672,Certificate,Public,South East,Rural: Fringe,Rural
Tennessee College of Applied Technology-Knoxville,402500,5,,0.3703,0,,779,,,PrivacySuppressed,47613.49,2,1,1,0,0,12,6025,Certificate,Public,South East,City: Midsize,City
Tennessee College of Applied Technology-Whiteville,2092800,5,,0.7055,0,,95,,,PrivacySuppressed,45597.45,2,1,1,0,0,42,4369,Certificate,Public,South East,Rural: Distant,Rural
Pellissippi State Community College,1269300,5,,0.3431,0.1672,,7859,6237,0.704918033,5500,53399.64,2,2,1,0,0,21,7574,Associates,Public,South East,Suburb: Large,Suburb
Southern Adventist University,351800,5,,0.3743,0.5609,,1939,4631,0.817102138,19500,60144.84,1,4,2,0,0,21,19767,Graduate,Private non-profit,South East,Suburb: Large,Suburb
Southern College of Optometry,351700,5,,,,,,9323,PrivacySuppressed,9313,55368.03,1,4,2,0,0,11,,Graduate,Private non-profit,South East,City: Large,City
Tennessee Wesleyan University,352500,5,1019,0.5151,0.6744,0.647926267,795,4687,0.783783784,14500,48462.92,1,4,2,0,0,32,12326,Graduate,Private non-profit,South East,Town: Distant,Town
The University of Tennessee-Chattanooga,352900,5,1087,0.3534,0.7133,0.792209716,6993,7695,0.74122807,12000,55964.16,1,4,1,0,0,12,13378,Graduate,Public,South East,City: Midsize,City
The University of Tennessee-Knoxville,353000,5,1214,0.2942,0.4415,0.762952989,20009,10457,0.839405421,14000,60752.93,1,4,1,0,0,12,18138,Graduate,Public,South East,City: Midsize,City
The University of Tennessee-Martin,353100,5,1050,0.4872,0.5669,0.696470588,5472,6872,0.781368821,15250,48533.54,1,4,1,0,0,33,7732,Graduate,Public,South East,Town: Remote,Town
Fountainhead College of Technology,743900,5,,0.6642,0.597,,80,2917,0.516129032,19300,48915.99,1,3,3,0,0,12,21308,Bachelors,Private for-profit,South East,City: Midsize,City
Tennessee School of Beauty of Knoxville Inc,956700,5,,0.3014,0.2423,,212,,,7307,48032.39,3,1,3,0,0,12,11636,Certificate,Private for-profit,South East,City: Midsize,City
Tennessee State University,352200,5,,0.6244,0.6908,,7142,7124,0.543159609,14250,53809.87,1,4,1,0,0,11,10493,Graduate,Public,South East,City: Large,City
Tennessee Technological University,352300,5,1102,0.3424,0.4347,0.68320083,6876,7726,0.789736279,10717.5,49227.15,1,4,1,0,0,33,13962,Graduate,Public,South East,Town: Remote,Town
Trevecca Nazarene University,352600,5,1026,0.3309,0.5349,0.725247525,1021,6505,0.830687831,13438,59625.44,1,4,2,0,0,11,15898,Graduate,Private non-profit,South East,City: Large,City
Northeast State Community College,537800,5,,0.4971,0,,4125,5598,0.635514019,3500,45091.73,2,2,1,0,0,41,6403,Associates,Public,South East,Rural: Fringe,Rural
Tusculum College,352700,5,960,0.5739,0.736,0.68962219,1377,3891,0.691394659,18678.5,49705.55,1,4,2,0,0,32,18503,Graduate,Private non-profit,South East,Town: Distant,Town
Union University,352800,5,1163,0.2727,0.5237,0.691256831,1948,7134,0.798982188,20412.5,58820.27,1,4,2,0,0,13,24569,Graduate,Private non-profit,South East,City: Small,City
Vanderbilt University,353500,5,1498,0.1395,0.1359,0.11676837,5935,13419,0.921142857,13000,76279.78,1,4,2,0,0,11,18144,Graduate,Private non-profit,South East,City: Large,City
Volunteer State Community College,991200,5,,0.3683,0.1995,,6567,5514,0.743859649,4180,56576.27,2,2,1,0,0,21,7721,Associates,Public,South East,Suburb: Large,Suburb
Walters State Community College,886300,5,,0.3925,0,,6163,5825,0.767716535,2974,42742.32,2,2,1,0,0,13,3935,Associates,Public,South East,City: Small,City
West Tennessee Business College,494700,5,,0.8179,0.6321,,231,2325,0.310144928,7627.5,45915.04,2,2,3,0,0,13,10209,Associates,Private for-profit,South East,City: Small,City
William Moore College of Technology,1155300,5,,0.3359,0,,164,4140,,PrivacySuppressed,43130.5,2,2,2,0,0,11,11681,Associates,Private non-profit,South East,City: Large,City
Abilene Christian University,353700,6,1092,0.263,0.5164,0.499166975,4231,7739,0.861948956,17964.5,67136.19,1,4,2,0,0,12,23507,Graduate,Private non-profit,South West,City: Midsize,City
Alvin Community College,353900,6,,0.147,0.0885,,3665,6258,0.716216216,3500,67051.89,2,2,1,0,0,21,4023,Associates,Public,South West,Suburb: Large,Suburb
Amarillo College,354000,6,,0.3875,0.1461,,8422,5982,0.684210526,5543.5,47874.78,2,2,1,0,0,12,4799,Associates,Public,South West,City: Midsize,City
