YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
2015,Ice hockey coach,2003/4/15,Athletics,Viacheslav Fetisov
2015,journalist,2003/5/15,Media,Gerald Posner
2015,us representative,2003/9/15,Politician,John Lewis
2015,musician,4/13/15,Musician,Adam Horovitz
2015,journalist,4/14/15,Media,Fareed Zakaria
2015,actor,4/15/15,Acting,Billy Crystal
2015,author,4/16/15,Media,Eric Greitens
2015,author,4/20/15,Media,Gayle Tzemach Lemmon
2015,comedian,4/21/15,Comedy,Jeff Garlin
2015,former white house press secretary,4/22/15,Political Aide,Dana Perino
2015,Astrophysicist,4/23/15,Science,Neil deGrasse Tyson
2015,actress,4/27/15,Acting,Elizabeth Olsen
2015,white house sommunications director,4/28/15,Political Aide,George Stephanopoulos
2015,journalist,4/29/15,Media,Judith Miller
2015,actress,4/30/15,Acting,Kristen Wiig
2015,activist,2004/6/15,Advocacy,Gene Baur
2015,actor,2004/7/15,Acting,Peter Dinklage
2015,Talk show host,2004/8/15,Media,Tavis Smiley
2015,us senator,2004/9/15,Politician,Elizabeth Warren
2015,singer-songwriter,2005/11/15,Musician,John Legend
2015,Journalist,2005/12/15,Media,Tom Brokaw
2015,Professor,5/13/15,Academic,Reza Aslan
2015,Stand-up comedian,5/14/15,Comedy,Rebel Wilson
2015,United States Senate member,5/26/15,Politician,Rand Paul
2015,Professor,5/27/15,Academic,Rosabeth Moss Kanter
2015,Baseball player,5/28/15,Athletics,Matt Harvey
2015,film producer,2005/4/15,Media,Brian Grazer
2015,Singer-songwriter,2005/5/15,Musician,Willie Nelson
2015,us secretary of energy,2005/6/15,Politician,Ernest Moniz
2015,rock band,2005/7/15,Musician,Mumford & Sons
2015,armed forces officer,2006/1/15,Military,Stanley McChrystal
2015,stand-up comedian,2006/10/15,Comedy,Colin Quinn
2015,actor,2006/11/15,Acting,Mark Ruffalo
2015,screenwriter,6/15/15,Media,Judd Apatow
2015,actor,6/16/15,Acting,Aziz Ansari
2015,us president,6/17/15,Politician,Bill Clinton
2015,activist,6/18/15,Advocacy,Malala Yousafzai
2015,nyc mayor,2006/2/15,Politician,Bill de Blasio
2015,united states senator,6/22/15,Politician,Al Franken
2015,television Series Creator,6/23/15,Media,Seth MacFarlane
2015,legal analyst,6/24/15,Misc,Andrew Napolitano
2015,Comedian,6/25/15,Comedy,Richard Lewis
2015,actress,6/29/15,Acting,Taylor Schilling
2015,actress,2006/3/15,Acting,Melissa McCarthy
2015,actor,6/30/15,Acting,Jon Hamm
2015,actor,2006/4/15,Acting,Steve Buscemi
2015,First Minister of Scotland,2006/8/15,Politician,Nicola Sturgeon
2015,actor,2006/9/15,Acting,Nick Offerman
2015,United States Senator,2007/1/15,Politician,Kirsten Gillibrand
2015,Author,2007/2/15,Media,Sarah Vowell
2015,actor,7/20/15,Acting,Paul Rudd
2015,us president,7/21/15,Politician,Barack Obama
2015,actor,7/22/15,Acting,Jake Gyllenhaal
2015,Writer,7/23/15,Media,Ta-Nehisi Coates
2015,author,7/27/15,Media,David McCullough
2015,actor,7/28/15,Acting,Tom Cruise
2015,biographer,7/29/15,Media,Doris Kearns Goodwin
2015,director,7/30/15,Media,J. J. Abrams
2015,stand-up comedian,2008/3/15,Comedy,Amy Schumer
2015,actor,2008/4/15,Acting,Denis Leary
2015,comedian,2008/5/15,Comedy,Louis C.K.
